time,velocity,velocity_ref,altitude,altitude_ref,gamma,alpha,theta,pitch_rate,elevator,elevator_rate,delta_cmd,throttle_cmd,qbar
0.0,1750.0,1750.0,30000.0,30000.0,-0.008726646259971648,0.03490658503988659,0.026179938779914945,0.0,0.0,0.0,-0.009032078879070655,0.62,29081.837883766693
0.02,1750.5429182010864,1750.064,29999.693440527375,29999.485714285714,-0.008788532018308353,0.03496488344826051,0.026176351429952158,-0.0003570642927957401,-0.0006995899059344806,-0.06198844520108234,-0.009207797933432472,0.6196647572592395,29101.12435451909
0.04,1751.0855206759206,1750.128,29999.384619270986,29998.97142857143,-0.008850419310678516,0.03501622592555931,0.026165806614880792,-0.0006930447655171857,-0.002237601847085559,-0.08657313626460186,-0.009378533954375025,0.6193297355268556,29120.416660341463
0.06,1751.6278079860463,1750.192,29999.073533866253,29998.457142857143,-0.008912358224214276,0.0350611992480691,0.026148841023854827,-0.0009982908274516766,-0.0040183219488238,-0.08836558442675206,-0.009538503225631755,0.6189949344097676,29139.714837377353
0.08,1752.1697806655698,1750.256,29998.760180940055,29997.942857142858,-0.008974359716103728,0.03510045075161655,0.026126091035512826,-0.0012717117807974749,-0.005698921956723025,-0.0780569914846419,-0.009686535125534187,0.6186603535341012,29159.01892499963
0.1,1752.7114392150424,1750.32,29998.44455715113,29997.428571428572,-0.00903641343914464,0.03513457678731263,0.026098163348167995,-0.0015168180144663607,-0.007114638835920043,-0.0628524476995391,-0.009824013461360482,0.6183259925494703,29178.32896140246
0.12,1753.2527841026786,1750.384,29998.126659708865,29996.914285714287,-0.009098499905997957,0.03516407163026857,0.02606557172427062,-0.0017390351659699631,-0.008215747159651798,-0.04716769333599978,-0.009953457749989313,0.617991851128125,29197.644981535785
0.14,1753.7938157692224,1750.448,29997.80648655011,29996.4,-0.009160598060263292,0.035189314819296984,0.026028716759033697,-0.0019440445045475771,-0.009019183595495224,-0.0333686986898924,-0.010077629631499803,0.6176579289615444,29216.967016540708
0.16,1754.334534634043,1750.512,29997.484036313934,29995.885714285716,-0.009222689430765214,0.035210580256610925,0.025987890825845714,-0.0021368825031858668,-0.009574336437414746,-0.022433754127655588,-0.010199033747661507,0.6173242257561699,29236.295094043773
0.18,1754.8749411010238,1750.576,29997.159308214465,29995.371428571427,-0.009284759943298956,0.03522805543501564,0.025943295491716693,-0.0023215579558041083,-0.009940834756008876,-0.014485823536030831,-0.010319691746808914,0.6169907412292834,29255.62923885948
0.2,1755.4150355635297,1750.64,29996.83230187793,29994.85714285714,-0.009346800265975314,0.03524186335675144,0.02589506309077613,-0.0025009908007980136,-0.010175589207348564,-0.009185438630978496,-0.01044108929256752,0.6166574751055293,29274.96947380985
0.22,1755.9548184081946,1750.704,29996.503017183153,29994.342857142856,-0.009408805342852567,0.03525208290014123,0.025843277557288668,-0.0026771271010658047,-0.010326403765790373,-0.005997886714726548,-0.010564220514953258,0.6163244271142637,29294.315820493637
0.24,1756.4942900175613,1750.768,29996.171454125582,29993.82857142857,-0.009470773566773718,0.03525876562786423,0.02578799206109052,-0.002851130484689562,-0.010429874445138636,-0.004358823514600196,-0.010689677340299042,0.6159915969877071,29313.668299924357
0.26,1757.0334507717428,1750.832,29995.83761271217,29993.314285714285,-0.009532705875253275,0.035261948468842196,0.025729242593588927,-0.0030235877124885607,-0.010511806093675361,-0.003764595625181301,-0.010817750220274104,0.6156589844597802,29333.02693301211
0.28,1757.572301049325,1750.896,29995.50149288676,29992.8,-0.00959460492784809,0.03526166253288788,0.025667057605039796,-0.0031946939354231033,-0.010588885484383944,-0.0038111320945669437,-0.010948521250434651,0.6153265892654725,29352.391740897685
